index,user,race_ethnicity,nationality,gender,age,state,comment,valence,rating,topic,example,notes,status_id,screen_name,text,rating_sign,mean,sd,mean_sign,adj_mean
11,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,Irish,Female,30,NY,NA,Racist,-1,Black People,NULL,NULL,1013209873515991040,miLo14694155,Shit like this will never be funny to me... black people are being shot and killed for shit not even close to this https://t.co/bJyjWAThRq,-1,0.7,1.1595018087284057,0.4,1.5
12,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,Irish,Female,30,NY,NA,Empowering,1,Black People,NULL,NULL,1015988401839984641,wacwhiz,@FootbalIStuff Pogba.. It's time for the blacks,1,1.6,1.07496769977314,0.8,2
13,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,Irish,Female,30,NY,NA,NULL,0,NULL,NULL,NULL,1029085694000545792,Rachybobbins,"Who could resist Shadow, 13hh Mare approx. 2 years old. Shadow, leads and loads well, feet trimmed not a problem, she is extremely affectionate and completely calm. Please do get in touch if you can offer a loving home shiresholt@outlook.com or 07376399766 for more info PLZ SHARE https://t.co/0iLWrAk5R6",0,0.2,0.6324555320336759,0.1,0.5
14,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,Irish,Female,30,NY,NA,Racist,-1,Black People,NULL,NULL,1013204066229465088,DdaSilvaCornell,"After A White Cop Shot A Black Man, He Sued The City For Racial Discrimination https://t.co/v9i54KWONV via @albertsamaha",-1,-0.2,1.4757295747452437,-0.2,-0.8571428571428571
15,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,Irish,Female,30,NY,NA,Racist,-2,Black People,NULL,NULL,1015683143444107264,PhillyBPN,"""#AfricanAmerican adults are 5x more likely to be imprisoned than white Americans... and 2x as likely as their white counterparts to have a family member imprisoned at some point during their childhood."": https://t.co/DTTHYYHYrr via @amprog #CJReform #StructuralRacism #ACEs",-1,-0.6,1.429840705968481,-0.3,-1
16,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,Irish,Female,30,NY,NA,Racist,-1,Black People,NULL,NULL,1041820131427606528,ThinBlueLR,"I'm very happy POTUS decided to start releasing the coup documents. 

Now release everything. All of it. 

Burn down the Obama administration and hang 'em high. 🇺🇸",-1,-1.3,1.1595018087284057,-0.7,-1.625
17,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,Irish,Female,30,NY,NA,NULL,0,NULL,NULL,NULL,1028801395296792576,MaximeBernier,"4/ Having people live among us who reject basic Western values such as freedom, equality, tolerance and openness doesn’t make us strong. People who refuse to integrate into our society and want to live apart in their ghetto don’t make our society strong.",0,-1.1,1.728840330651992,-0.4,-1.625
18,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,Irish,Female,30,NY,NA,Racist,-2,Black People,NULL,NULL,1015988847610654722,WilliamShuttoh,"@ScottyMaclennan NO DOGS
NO BLACKS
NO ENGLISH",-1,-2.6,0.5163977794943223,-1,-2.6
19,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,Irish,Female,30,NY,NA,Racist,-2,NULL,NULL,NULL,1015986484694913029,thegrillden,"@covfefeartist @TangRoy17 This Black man was only there to swing his ass and act sexy

He was never the President he promised

He must return the Nobel and the Price money that comes with it",-1,-2.4,0.6992058987801011,-1,-2.4
20,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,Irish,Female,30,NY,NA,Racist,-1,Black Women,NULL,NULL,1013207252692557825,VUFASA,Black women be outchea!!!!!! 🗣🗣🗣,-1,1.1,1.911950719959998,0.3,2.5
21,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,Irish,Female,30,NY,NA,Anti-Racist+Empowering,2,Black People,NULL,NULL,1013104590462468097,1ProudBlackAmer,I Stand For Our Anthem &amp; Flag! #NFLprotests #TakeAknee #BlackPeople #AfricanAmerican #iStand #ProudAmerican #RacialUnity #StopTheViolence https://t.co/iKnvvqXKEt,1,1.5,1.2692955176439846,0.7,1.6666666666666667
22,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,Irish,Female,30,NY,NA,NULL,0,NULL,NULL,NULL,1040741082236157952,___plsnoban,"Sportsball:

&gt;Juice businessmen getting rich

&gt;Black athletes getting rich

&gt;Stupid lazy cucked overfed goyim cattle paying to worship blacks on their TV while their countries and future get stolen from them",0,-1.9,1.728840330651992,-0.7,-2.625
23,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,Irish,Female,30,NY,NA,Racist,-1,Black People,NULL,NULL,1013091929096179713,FredKlepinger,@thehill These black people hate white Americans.They race bait they incite they relish being a victim. https://t.co/QZgiLy8Ojm,-1,-2.6,0.8432740427115679,-1,-2.6
24,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,Irish,Female,30,NY,NA,Racist,-2,NULL,NULL,NULL,1015986372719636485,crtiii,African-American millionaire finds note with racial slur in hotel room https://t.co/bqepcvzWSZ,-1,-0.2,1.6193277068654823,0.1,-0.6666666666666666
1,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Male,32,CT,NA,Empowering,1,Black People,NULL,NULL,1030618828106067968,larryelder,"To avoid poverty, one must do three things. 

1) Finish high school. 

2) Don't have a child before twenty. 

3) Get married before having a child. 

How does ""institutional/systemic/structural racism"" prevent blacks from following that formula?",1,-1.4,1.6465452046971292,-0.6,-2.125
2,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Male,32,CT,NA,Racist,-1,Black People,NULL,NULL,1015969150936780802,dxstinyy00,"Loool ppl are acc so racist and don’t even clock...everyone chatting shit abt Samira saying the typical tings “aggressive” , “angry”.STFU ppl too quick to associate black ppl with them qualities..it’s old now",-1,0.6,1.2649110640673518,0.5,1.2857142857142858
3,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Male,32,CT,NA,Racist,-1,Black Men,NULL,NULL,1013177429811179520,AndresenEthan,Just heard a black guy run into the ocean and yell “where the Henny at?!?!”,-1,-1.1,0.8755950357709131,-0.7,-1.375
4,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Male,32,CT,NA,Empowering,2,Black People,NULL,NULL,1012820410793119745,gustaveblache3,Thank you @theadvocateno for highlighting the #gustaveblacheartscholarship that will send two #AfricanAmerican students from Louisiana to The School of Visual Arts in #ny for undergraduate and graduate degrees. @SVA_News @svanycalumni @KnowLouisiana #college #nola #sva #art https://t.co/FP7i1WV8Pr,1,2.6,0.5163977794943223,1,2.6
5,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Male,32,CT,NA,Empowering,0,Black People,NULL,NULL,1013198591790284800,joontshakur,"Flashnews just bc you aren't offended doesn't mean other black ppl feel the same, accept that so many felt hurt and offended but you would do anything for your racist oppar even ignoring the fact that he hurted ppl from your own community with that ugly ass comment https://t.co/vbwa7kTfsm",0,0.7,1.4944341180973264,0.4,1.6666666666666667
6,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Male,32,CT,NA,Racist,1,Black People,NULL,NULL,1013202881795837952,GeneCuvier,"@1mh3r3f0rm3m35 @ariescuIture Racism is what is wrong. You are one person. There are millions of Black ppl living around the world. That is a multitude of experiences. Those experiences give sight that  someone would not have without it, so maybe...you should think of what you cannot see and ask about it.",1,1.8,0.7888106377466155,1,1.8
7,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Male,32,CT,NA,Racist,-2,Black People,NULL,NULL,1013101822335115265,TroubledCharley,@KamalaHarris Is that how we are referring to the Tarmac meeting with Clinton and Lynch now? Yea your right Lynching should be Illegal. OOOH you meant that kind. your going to add a charge onto murder so you look good? You know its just murder right? Why you'll be getting voted out race baiter,-1,-1.6,1.3498971154211057,-0.7,-1.8888888888888888
8,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Male,32,CT,NA,Anti-Racist,1,Black Men,NULL,NULL,1013210550824603648,Dash,"@Happygolucky303 @iamlivyrose @terrycrews U clearly don’t understand the position of a Black Man in America, where we get killed (or arrested if lucky) for much less than defending ourselves.",1,0.4,1.1737877907772671,0.4,1
9,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Male,32,CT,NA,NULL,2,NULL,NULL,NULL,1037708224575811584,GovMikeHuckabee,Breaking wind from CNN!  Sen Cory Booker has been offered shoe deal by Nike after  his pompous grandstanding in Senate hearing.,1,-0.5,1.5811388300841898,-0.2,-2
10,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Male,32,CT,NA,Anti-Racist,2,Black People,NULL,NULL,1034326368023138304,YardleyShooting,"I abhor racism. It's hateful &amp; horrid. I'll not, however, let PC stop me commenting on issues like immigration &amp; the extraordinary % of black &amp; mixed race people now seen in advertising &amp; generally on TV. The number seen is unrepresentative &amp; evidence of media social engineering.",1,-0.2,1.8737959096740264,-0.3,-1.5
11,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Male,32,CT,NA,NULL,-1,Black People,NULL,NULL,1013209873515991040,miLo14694155,Shit like this will never be funny to me... black people are being shot and killed for shit not even close to this https://t.co/bJyjWAThRq,-1,0.7,1.1595018087284057,0.4,1.5
12,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Male,32,CT,NA,Empowering,1,Black People,NULL,NULL,1015988401839984641,wacwhiz,@FootbalIStuff Pogba.. It's time for the blacks,1,1.6,1.07496769977314,0.8,2
13,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Male,32,CT,NA,NULL,0,NULL,NULL,NULL,1029085694000545792,Rachybobbins,"Who could resist Shadow, 13hh Mare approx. 2 years old. Shadow, leads and loads well, feet trimmed not a problem, she is extremely affectionate and completely calm. Please do get in touch if you can offer a loving home shiresholt@outlook.com or 07376399766 for more info PLZ SHARE https://t.co/0iLWrAk5R6",0,0.2,0.6324555320336759,0.1,0.5
14,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Male,32,CT,NA,Empowering,1,Black Men,NULL,NULL,1013204066229465088,DdaSilvaCornell,"After A White Cop Shot A Black Man, He Sued The City For Racial Discrimination https://t.co/v9i54KWONV via @albertsamaha",1,-0.2,1.4757295747452437,-0.2,-0.8571428571428571
15,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Male,32,CT,NA,NULL,-2,Black People,NULL,NULL,1015683143444107264,PhillyBPN,"""#AfricanAmerican adults are 5x more likely to be imprisoned than white Americans... and 2x as likely as their white counterparts to have a family member imprisoned at some point during their childhood."": https://t.co/DTTHYYHYrr via @amprog #CJReform #StructuralRacism #ACEs",-1,-0.6,1.429840705968481,-0.3,-1
16,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Male,32,CT,NA,NULL,-2,NULL,NULL,NULL,1041820131427606528,ThinBlueLR,"I'm very happy POTUS decided to start releasing the coup documents. 

Now release everything. All of it. 

Burn down the Obama administration and hang 'em high. 🇺🇸",-1,-1.3,1.1595018087284057,-0.7,-1.625
17,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Male,32,CT,NA,Racist,-2,NULL,NULL,NULL,1028801395296792576,MaximeBernier,"4/ Having people live among us who reject basic Western values such as freedom, equality, tolerance and openness doesn’t make us strong. People who refuse to integrate into our society and want to live apart in their ghetto don’t make our society strong.",-1,-1.1,1.728840330651992,-0.4,-1.625
18,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Male,32,CT,NA,Racist,-3,Black People,NULL,NULL,1015988847610654722,WilliamShuttoh,"@ScottyMaclennan NO DOGS
NO BLACKS
NO ENGLISH",-1,-2.6,0.5163977794943223,-1,-2.6
19,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Male,32,CT,NA,Racist,-3,Black Men,NULL,NULL,1015986484694913029,thegrillden,"@covfefeartist @TangRoy17 This Black man was only there to swing his ass and act sexy

He was never the President he promised

He must return the Nobel and the Price money that comes with it",-1,-2.4,0.6992058987801011,-1,-2.4
20,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Male,32,CT,NA,Racist,-2,Black Women,NULL,NULL,1013207252692557825,VUFASA,Black women be outchea!!!!!! 🗣🗣🗣,-1,1.1,1.911950719959998,0.3,2.5
21,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Male,32,CT,NA,NULL,2,Black People,NULL,NULL,1013104590462468097,1ProudBlackAmer,I Stand For Our Anthem &amp; Flag! #NFLprotests #TakeAknee #BlackPeople #AfricanAmerican #iStand #ProudAmerican #RacialUnity #StopTheViolence https://t.co/iKnvvqXKEt,1,1.5,1.2692955176439846,0.7,1.6666666666666667
22,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Male,32,CT,NA,Racist,-2,Black Men,NULL,NULL,1040741082236157952,___plsnoban,"Sportsball:

&gt;Juice businessmen getting rich

&gt;Black athletes getting rich

&gt;Stupid lazy cucked overfed goyim cattle paying to worship blacks on their TV while their countries and future get stolen from them",-1,-1.9,1.728840330651992,-0.7,-2.625
23,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Male,32,CT,NA,Racist,-3,Black People,NULL,NULL,1013091929096179713,FredKlepinger,@thehill These black people hate white Americans.They race bait they incite they relish being a victim. https://t.co/QZgiLy8Ojm,-1,-2.6,0.8432740427115679,-1,-2.6
24,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Male,32,CT,NA,Racist,0,Black Men,NULL,NULL,1015986372719636485,crtiii,African-American millionaire finds note with racial slur in hotel room https://t.co/bqepcvzWSZ,0,-0.2,1.6193277068654823,0.1,-0.6666666666666666
1,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Female,28,TN,NA,Racist,-2,Black People,NULL,NULL,1030618828106067968,larryelder,"To avoid poverty, one must do three things. 

1) Finish high school. 

2) Don't have a child before twenty. 

3) Get married before having a child. 

How does ""institutional/systemic/structural racism"" prevent blacks from following that formula?",-1,-1.4,1.6465452046971292,-0.6,-2.125
2,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Female,28,TN,NA,Anti-Racist,2,Black People,NULL,NULL,1015969150936780802,dxstinyy00,"Loool ppl are acc so racist and don’t even clock...everyone chatting shit abt Samira saying the typical tings “aggressive” , “angry”.STFU ppl too quick to associate black ppl with them qualities..it’s old now",1,0.6,1.2649110640673518,0.5,1.2857142857142858
3,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Female,28,TN,NA,NULL,0,Black Men,NULL,NULL,1013177429811179520,AndresenEthan,Just heard a black guy run into the ocean and yell “where the Henny at?!?!”,0,-1.1,0.8755950357709131,-0.7,-1.375
4,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Female,28,TN,NA,Empowering,3,Black People,NULL,NULL,1012820410793119745,gustaveblache3,Thank you @theadvocateno for highlighting the #gustaveblacheartscholarship that will send two #AfricanAmerican students from Louisiana to The School of Visual Arts in #ny for undergraduate and graduate degrees. @SVA_News @svanycalumni @KnowLouisiana #college #nola #sva #art https://t.co/FP7i1WV8Pr,1,2.6,0.5163977794943223,1,2.6
5,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Female,28,TN,NA,Anti-Racist,3,Black People,NULL,NULL,1013198591790284800,joontshakur,"Flashnews just bc you aren't offended doesn't mean other black ppl feel the same, accept that so many felt hurt and offended but you would do anything for your racist oppar even ignoring the fact that he hurted ppl from your own community with that ugly ass comment https://t.co/vbwa7kTfsm",1,0.7,1.4944341180973264,0.4,1.6666666666666667
6,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Female,28,TN,NA,Anti-Racist,1,Black People,NULL,NULL,1013202881795837952,GeneCuvier,"@1mh3r3f0rm3m35 @ariescuIture Racism is what is wrong. You are one person. There are millions of Black ppl living around the world. That is a multitude of experiences. Those experiences give sight that  someone would not have without it, so maybe...you should think of what you cannot see and ask about it.",1,1.8,0.7888106377466155,1,1.8
7,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Female,28,TN,NA,Racist,-3,Black People,NULL,NULL,1013101822335115265,TroubledCharley,@KamalaHarris Is that how we are referring to the Tarmac meeting with Clinton and Lynch now? Yea your right Lynching should be Illegal. OOOH you meant that kind. your going to add a charge onto murder so you look good? You know its just murder right? Why you'll be getting voted out race baiter,-1,-1.6,1.3498971154211057,-0.7,-1.8888888888888888
8,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Female,28,TN,NA,NULL,-1,Black Men,NULL,NULL,1013210550824603648,Dash,"@Happygolucky303 @iamlivyrose @terrycrews U clearly don’t understand the position of a Black Man in America, where we get killed (or arrested if lucky) for much less than defending ourselves.",-1,0.4,1.1737877907772671,0.4,1
9,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Female,28,TN,NA,NULL,0,NULL,NULL,NULL,1037708224575811584,GovMikeHuckabee,Breaking wind from CNN!  Sen Cory Booker has been offered shoe deal by Nike after  his pompous grandstanding in Senate hearing.,0,-0.5,1.5811388300841898,-0.2,-2
10,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Female,28,TN,NA,Anti-Racist,0,Black People,NULL,NULL,1034326368023138304,YardleyShooting,"I abhor racism. It's hateful &amp; horrid. I'll not, however, let PC stop me commenting on issues like immigration &amp; the extraordinary % of black &amp; mixed race people now seen in advertising &amp; generally on TV. The number seen is unrepresentative &amp; evidence of media social engineering.",0,-0.2,1.8737959096740264,-0.3,-1.5
11,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Female,28,TN,NA,Anti-Racist,0,Black People,NULL,NULL,1013209873515991040,miLo14694155,Shit like this will never be funny to me... black people are being shot and killed for shit not even close to this https://t.co/bJyjWAThRq,0,0.7,1.1595018087284057,0.4,1.5
12,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Female,28,TN,NA,Empowering,2,Black People,NULL,NULL,1015988401839984641,wacwhiz,@FootbalIStuff Pogba.. It's time for the blacks,1,1.6,1.07496769977314,0.8,2
13,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Female,28,TN,NA,NULL,0,NULL,NULL,NULL,1029085694000545792,Rachybobbins,"Who could resist Shadow, 13hh Mare approx. 2 years old. Shadow, leads and loads well, feet trimmed not a problem, she is extremely affectionate and completely calm. Please do get in touch if you can offer a loving home shiresholt@outlook.com or 07376399766 for more info PLZ SHARE https://t.co/0iLWrAk5R6",0,0.2,0.6324555320336759,0.1,0.5
14,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Female,28,TN,NA,Racist,-1,Black Men,NULL,NULL,1013204066229465088,DdaSilvaCornell,"After A White Cop Shot A Black Man, He Sued The City For Racial Discrimination https://t.co/v9i54KWONV via @albertsamaha",-1,-0.2,1.4757295747452437,-0.2,-0.8571428571428571
15,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Female,28,TN,NA,NULL,-1,Black People,NULL,NULL,1015683143444107264,PhillyBPN,"""#AfricanAmerican adults are 5x more likely to be imprisoned than white Americans... and 2x as likely as their white counterparts to have a family member imprisoned at some point during their childhood."": https://t.co/DTTHYYHYrr via @amprog #CJReform #StructuralRacism #ACEs",-1,-0.6,1.429840705968481,-0.3,-1
16,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Female,28,TN,NA,Racist,0,Black People,NULL,NULL,1041820131427606528,ThinBlueLR,"I'm very happy POTUS decided to start releasing the coup documents. 

Now release everything. All of it. 

Burn down the Obama administration and hang 'em high. 🇺🇸",0,-1.3,1.1595018087284057,-0.7,-1.625
17,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Female,28,TN,NA,Racist,-2,NULL,NULL,NULL,1028801395296792576,MaximeBernier,"4/ Having people live among us who reject basic Western values such as freedom, equality, tolerance and openness doesn’t make us strong. People who refuse to integrate into our society and want to live apart in their ghetto don’t make our society strong.",-1,-1.1,1.728840330651992,-0.4,-1.625
18,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Female,28,TN,NA,Racist,-2,Black People,NULL,NULL,1015988847610654722,WilliamShuttoh,"@ScottyMaclennan NO DOGS
NO BLACKS
NO ENGLISH",-1,-2.6,0.5163977794943223,-1,-2.6
19,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Female,28,TN,NA,Racist,-2,Black Men,NULL,NULL,1015986484694913029,thegrillden,"@covfefeartist @TangRoy17 This Black man was only there to swing his ass and act sexy

He was never the President he promised

He must return the Nobel and the Price money that comes with it",-1,-2.4,0.6992058987801011,-1,-2.4
20,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Female,28,TN,NA,Empowering,2,Black Women,NULL,NULL,1013207252692557825,VUFASA,Black women be outchea!!!!!! 🗣🗣🗣,1,1.1,1.911950719959998,0.3,2.5
21,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Female,28,TN,NA,Anti-Racist,1,Black People,NULL,NULL,1013104590462468097,1ProudBlackAmer,I Stand For Our Anthem &amp; Flag! #NFLprotests #TakeAknee #BlackPeople #AfricanAmerican #iStand #ProudAmerican #RacialUnity #StopTheViolence https://t.co/iKnvvqXKEt,1,1.5,1.2692955176439846,0.7,1.6666666666666667
22,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Female,28,TN,NA,Racist,-1,Black People,NULL,NULL,1040741082236157952,___plsnoban,"Sportsball:

&gt;Juice businessmen getting rich

&gt;Black athletes getting rich

&gt;Stupid lazy cucked overfed goyim cattle paying to worship blacks on their TV while their countries and future get stolen from them",-1,-1.9,1.728840330651992,-0.7,-2.625
23,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Female,28,TN,NA,Racist,-3,Black People,NULL,NULL,1013091929096179713,FredKlepinger,@thehill These black people hate white Americans.They race bait they incite they relish being a victim. https://t.co/QZgiLy8Ojm,-1,-2.6,0.8432740427115679,-1,-2.6
24,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,NA,Female,28,TN,NA,Racist,-2,Black Men,NULL,NULL,1015986372719636485,crtiii,African-American millionaire finds note with racial slur in hotel room https://t.co/bqepcvzWSZ,-1,-0.2,1.6193277068654823,0.1,-0.6666666666666666
1,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,Irish-American,Male,30,MT,NA,Racist,-2,Black People,NULL,NULL,1030618828106067968,larryelder,"To avoid poverty, one must do three things. 

1) Finish high school. 

2) Don't have a child before twenty. 

3) Get married before having a child. 

How does ""institutional/systemic/structural racism"" prevent blacks from following that formula?",-1,-1.4,1.6465452046971292,-0.6,-2.125
2,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,Irish-American,Male,30,MT,NA,Anti-Racist,1,Black People,NULL,NULL,1015969150936780802,dxstinyy00,"Loool ppl are acc so racist and don’t even clock...everyone chatting shit abt Samira saying the typical tings “aggressive” , “angry”.STFU ppl too quick to associate black ppl with them qualities..it’s old now",1,0.6,1.2649110640673518,0.5,1.2857142857142858
3,d89dd73e11e18e2335ecb716a725fe07,White/Caucasian/European,Irish-American,Male,30,MT,NA,Racist,-2,Black Men,NULL,NULL,1013177429811179520,AndresenEthan,Just heard a black guy run into the ocean and yell “where the Henny at?!?!”,-1,-1.1,0.8755950357709131,-0.7,-1.375
